,filename,xmin,ymin,xmax,ymax,points
570,NC_Phase5_Burke_2017/,-9126587,4235129,-9056917,4304799,63287291280
571,NC_Phase5_Caldwell_2017/,-9107086,4265614,-9052908,4319792,45756140320
572,NC_Phase5_Cherokee_2017/,-9387525,4146895,-9316289,4218131,81571291256
573,NC_Phase5_Clay_2017/,-9351135,4144532,-9293363,4202304,41067097283
574,NC_Phase5_Graham_2017/,-9355444,4184874,-9304332,4235986,62072056965
575,NC_Phase5_Haywood_2017/,-9274337,4203889,-9205417,4272809,92477426873
576,NC_Phase5_Henderson_2017/,-9211009,4180543,-9157507,4234045,58007721633
577,NC_Phase5_Jackson_2017/,-9291259,4163736,-9219563,4235432,86786882680
578,NC_Phase5_Macon_2017/,-9321521,4150261,-9251587,4220195,104904589445
579,NC_Phase5_Madison_2017/,-9236402,4252660,-9174460,4314602,72997207788
580,NC_Phase5_McDowell_2017/,-9165287,4234185,-9104247,4295225,61005471145
581,NC_Phase5_Mitchell_2017/,-9175727,4274756,-9125927,4324556,28716181813
582,NC_Phase5_Polk_2017/,-9168076,4182314,-9124146,4226244,28817072052
583,NC_Phase5_Rutherford_2017/,-9159685,4184481,-9093409,4250757,62265963351
584,NC_Phase5_Swain_2017/,-9345935,4186252,-9257449,4274738,95445983866
585,NC_Phase5_Transylvania_2017/,-9245456,4166992,-9191798,4220650,73057436425
586,NC_Phase5_Watauga_2017/,-9119163,4309834,-9067733,4361264,37397092441
587,NC_Phase5_Yancey_2017/,-9190390,4259168,-9137788,4311770,40975594993
588,NC_RobesonCo_2014/,-8853654,4069084,-8764428,4158310,11201214661
589,NC_SampsonCo_2014/,-8777982,4105848,-8676996,4206834,10514649883
590,NC_SpartaEQ_1_2020/,-9042415,4353096,-9014591,4380920,30651159359
591,NC_VanceCo_2014/,-8752873,4325436,-8701569,4376740,2665382645
592,NC_WarrenCo_2014/,-8718694,4328860,-8670918,4376636,4280164785
593,NC_WayneCo_2014/,-8718882,4185604,-8658624,4245862,5663991974
594,NC_WilsonCo_2014/,-8704226,4233481,-8646144,4291563,3657839970
595,NE_CherryBrownCuster_Partial_1_2020/,-11352137,5019051,-11081533,5289655,40149392469
596,NE_CumingCo_2010/,-10851564,5051847,-10710514,5192897,1774479273
597,NE_NIROC-PapioCo_2010/,-10721752,5070409,-10690060,5102101,168824528
598,NE_Niobrara_Topobathy_2018/,-11188736,5142116,-10911202,5419650,8635761867
599,NE_Northeast_1_2020/,-10839524,5111467,-10667124,5283867,31014360665
600,NE_Northeast_2_2020/,-11104244,5050743,-10850980,5304007,46465122429
601,NE_Northeast_3_2020/,-10920491,5121349,-10746413,5295427,16168282202
602,NE_PostSpringFlood_OrthoLidar_B1_2019/,-11117203,5174869,-10909483,5382589,14160612378
603,NE_PostSpringFlood_OrthoLidar_TL_2019/,-10919626,5042553,-10677374,5284805,3255144866
604,NE_Rainwater-1_2009/,-11314246,4802319,-10913376,5203189,2104051328
605,NE_Rainwater-2_2009/,-11748484,4214957,-10260270,5703171,27418644236
606,NE_SouthernNE_B1_2018/,-10941078,4802105,-10738072,5005111,28570618947
607,NE_SouthernNE_B2_2018/,-11091428,4816830,-10889572,5018686,29986142462
608,NE_SouthernNE_B3_2018/,-11157094,4884654,-10988834,5052914,32285409825
609,NE_SouthernNE_B4A_2018/,-10992809,4942538,-10838803,5096544,23028524400
610,NE_SouthernNE_B4B_2018/,-10777729,4980274,-10644135,5113868,13458068410
611,NE_SouthernNE_B5_2018/,-10733137,4980334,-10620175,5093296,1790755592
612,NE_Southwest_1_2020/,-11626719,4866212,-11310429,5182502,50250364400
613,NE_Southwest_2_2020/,-11384251,4866093,-11127717,5122627,73381920088
614,NH_Coastal_1_2019/,-8001000,5245880,-7857888,5388992,81155007916
615,NH_Coastal_2_2019/,-8007230,5258893,-7868128,5397995,24493987699
616,NJ_CapeMayCo_2008/,-8351282,4709633,-8292276,4768639,2138844970
617,NJ_CumberlandCo_2008/,-8396658,4742021,-8331538,4807141,3964329187
618,NJ_GloucesterCo_2007/,-8398894,4790916,-8335288,4854522,1523029158
619,NJ_SalemCo_2008/,-8426395,4772572,-8377585,4821382,196751545
620,NJ_SalemCo_2009/,-8418746,4787955,-8371116,4835585,1068374070
621,NJ_South_Jersey_FEMA_2018/,-8433903,4678047,-8106441,5005509,18361523468
622,NJ_SouthernNJ_2018/,-8412818,4702105,-8270462,4844461,62295833862
623,NJ_SussexWarren_2008/,-8368269,4990614,-8293645,5065238,619680890
624,NM_Albuquerque_2010/,-11947576,4096075,-11792494,4251157,6501794010
625,NM_McKinley_CoalMine_2012/,-12139563,4242044,-12116647,4264960,568336498
626,NM_NRCS_MiddleRioGrande_2017/,-12086467,3925268,-11683267,4328468,37067905839
627,NM_Navajo-Pinabete_CoalMine_2012/,-12097643,4364060,-12059483,4402220,488836935
628,NM_NorthWest_B1_2018/,-12025722,4289807,-11874664,4440865,18107224338
629,NM_NorthWest_B2A_2018/,-12211321,4061782,-12038537,4234566,9623819230
630,NM_NorthWest_B2B_2018/,-12022251,4381062,-11952657,4450656,7950927679
631,NM_NorthWest_B3B_2018/,-12017942,4243968,-11982428,4279482,1272652034
632,NM_NorthWest_B4_2018/,-12089264,4335362,-12015266,4409360,326143349
633,NM_NorthWest_Jicarilla_TL_2018/,-11987512,4310441,-11857214,4440739,14187759937
634,NM_NorthWest_Navajo_A_TL_2018/,-12254570,4121301,-11935470,4440401,82557815388
635,NM_NorthWest_Navajo_B_TL_2018/,-12062864,4238092,-11909276,4391680,7956317224
636,NM_NorthWest_SouthernUte_TL_2018/,-11998773,4392097,-11904973,4485897,406114414
637,NM_NorthWest_UteMountain_TL_2018/,-12139412,4385435,-12053078,4471769,1677839502
638,NM_NorthWest_Zuni_TL_2018/,-12202239,4096549,-12077175,4221613,8821606989
639,NM_Northeast_B1_2018/,-11624628,4052016,-11468280,4208364,26627328031
640,NM_Northeast_B2_2018/,-11667803,4134843,-11468231,4334415,48406609460
641,NM_Northeast_B3_2018/,-11712068,4181442,-11468290,4425220,58913900972
642,NM_Northeast_B4_2018/,-11712024,4242583,-11465454,4489153,43254236899
643,NM_Northeast_B5_2018/,-11715120,4307661,-11453524,4569257,42144643023
644,NM_RioSanJose_TL_2016/,-12094480,4068725,-11896458,4266747,10381590129
645,NM_SouthCentral_Acoma_TL_2018/,-12027101,4120815,-11984787,4163129,270854989
646,NM_SouthCentral_B10_2018/,-12198988,3998449,-12022326,4175111,62366779750
647,NM_SouthCentral_B1_2018/,-12042758,3734720,-11922984,3854494,29339558111
648,NM_SouthCentral_B2_2018/,-12139644,3747150,-12022336,3864458,33159461987
649,NM_SouthCentral_B3_2018/,-12038175,3852554,-11926561,3964168,34185765607
650,NM_SouthCentral_B4_2018/,-12184094,3638567,-12022336,3800325,34729543260
651,NM_SouthCentral_B5_2018/,-12289048,3762607,-12068196,3983459,38742052760
652,NM_SouthCentral_B6_2018/,-11966957,3733893,-11832399,3868451,30916428043
653,NM_SouthCentral_B7_2018/,-12022677,3861803,-11869293,4015187,31408423458
654,NM_SouthCentral_B8_2018/,-12175124,3848978,-12013544,4010558,78485794991
655,NM_SouthCentral_B9_2018/,-12082726,4007375,-11795596,4294505,20850776931
656,NM_SouthCentral_Fort_Sill_TL_2018/,-11958530,3793527,-11956708,3795349,10569302
657,NM_SouthCentral_Navajo_A_TL_2018/,-12069044,4121103,-12043108,4147039,595590221
658,NM_SouthCentral_Navajo_B_TL_2018/,-11972235,4067992,-11968489,4071738,17307928
659,NM_SouthCentral_Zuni_TL_2018/,-12140587,4087749,-12100331,4128005,335745698
660,NM_SouthEast_B1_2018/,-11866109,3681602,-11607157,3940554,64038182734
661,NM_SouthEast_B2_2018/,-11859152,3922135,-11705336,4075951,28082359140
662,NM_SouthEast_B3_2018/,-11609586,3740767,-11472712,3877641,29005162058
663,NM_SouthEast_B4_2018/,-11883507,3825613,-11724779,3984341,35818653866
664,NM_SouthEast_B5_2018/,-11724964,3788365,-11495358,4017971,32841272832
665,NM_SouthEast_B7_2018/,-11705451,3917519,-11538815,4084155,19981101499
666,NM_SouthEast_B8_2018/,-11857298,4016305,-11692770,4180833,11506369445
667,NM_WhiteSandsNM_2020/,-11855499,3844040,-11814879,3884660,8866804342
668,NV_ClarkCounty_B1_2018/,-12873363,4160925,-12614681,4419607,5369142498
669,NV_LasVegasValley_2010/,-12843051,4284183,-12775957,4351277,737148986
670,NY_3County_2019/,-8808514,5187606,-8624120,5372000,58620796304
671,NY_Columbia_Rensselaer_2016/,-8255567,5155808,-8139651,5271724,27651886191
672,NY_FEMAR2_Central_2_2018/,-8450580,5294607,-8245468,5499719,104462383588
673,NY_FEMAR2_Central_4_2018/,-8420750,5174321,-8112912,5482159,107955884201
674,NY_FEMAR2_Central_B1_2018/,-8803683,4869630,-8179087,5494226,31432382435
675,NY_FingerLakes_1_2020/,-8626783,5195931,-8475391,5347323,25243762789
676,NY_NewYorkCity/,-8267099,4937860,-8204119,5000840,4755025996
677,NY_Region2Lot1-FEMA_2012/,-8251473,5216193,-8076733,5390933,5027908568
678,OH_Statewide_Phase1_1_2019/,-9442285,4866962,-9058379,5250868,109984998020
679,OH_Statewide_Phase1_2_2019/,-9451459,4972234,-9348713,5074980,56381407836
680,OH_Statewide_Phase1_3_2019/,-9266760,4915306,-9075470,5106596,65152657790
681,OH_Statewide_Phase1_4_2019/,-9292253,4981139,-9221425,5051967,31494687055
682,OH_Statewide_Phase1_5_2019/,-9442100,4898639,-9289288,5051451,72492303355
683,OH_Statewide_Phase1_6_2019/,-9316424,4895391,-9140406,5071409,70808087038
684,OH_Statewide_Phase1_7_2019/,-9093046,5004538,-8939306,5158278,106069027385
685,OH_Statewide_Phase1_8_2019/,-9146218,5069818,-9140132,5075904,6545910
686,OH_Statewide_Phase2_3_2020/,-9111022,4747360,-8993346,4865036,79781384649
687,OK_GrandLake_2010/,-10598314,4363801,-10511470,4450645,2614992440
688,OK_McIntosh_2011/,-10683945,4183039,-10624653,4242331,863670095
689,OK_Panhandle_B1A_2018/,-11469587,4346778,-11354391,4461974,19110965372
690,OK_Panhandle_B1B_2018/,-10886869,4175630,-10799621,4262878,12902759942
691,OK_Panhandle_B1C_2018/,-10579972,4392434,-10532580,4439826,6466210753
692,OK_Panhandle_B2_2018/,-11354771,4293968,-11131803,4516936,51734735143
693,OK_Pottawatomie_2011/,-10836652,4166429,-10747664,4255417,1856844831
694,OK_Stillwater_2010/,-10893598,4287694,-10783714,4397578,3209586532
695,OK_WashitaRiver_14NAD83_2009/,-11132349,4014740,-10753153,4393936,14357233889
696,OK_WashitaRiver_14WGS84_2009/,-10808194,4012420,-10670852,4149762,5012684521
697,OK_WashitaRiver_UTM15_2009/,-10621819,4118527,-10499717,4240629,146357225
698,OR_Klamath_2018/,-13644368,5192790,-13555250,5281908,10370633212
699,OR_MKRC_Topobathy_2021/,-13705971,5430279,-13585213,5551037,2935859907
700,OR_Malheur_USFS_2010/,-13286725,5524124,-13201747,5609102,14210012435
701,OR_McKenzieRiver_1_2021/,-13699661,5433140,-13579041,5553760,58414109803
702,OR_NRCSUSGS_1_2019/,-13291216,5330604,-13178214,5443606,46274330607
703,OR_NRCSUSGS_2_2019/,-13341583,5449364,-13251129,5539818,33282882123
704,OR_NRCSUSGS_3_2019/,-13355101,5630315,-13154345,5831071,71120120987
705,OR_NRCSUSGS_4_2019/,-13463349,5599812,-13312301,5750860,67543002566
706,OR_PoleCreek_2013/,-13556879,5480766,-13531325,5506320,2842693299
707,PA_3_County_South_Central_2018/,-8586966,4885424,-8371732,5100658,53094718674
708,PA_Northcentral_B1_2019/,-8773818,4704074,-8444832,5033060,38345516471
709,PA_Northcentral_B2_2019/,-8789573,4891838,-8633269,5048142,55390434079
710,PA_Northcentral_B3QL1_2019/,-8825756,5065410,-8728764,5162402,6973954014
711,PA_Northcentral_B3_2019/,-8806404,4973182,-8558560,5221026,138364149002
712,PA_Northcentral_B4_2019/,-8696705,4957406,-8569543,5084568,45908105840
713,PA_Northcentral_B5_2019/,-8572852,4914500,-8312970,5174382,119051723033
714,PA_WesternPA_1_2019/,-8965113,4778981,-8723207,5020887,117856991618
715,PA_WesternPA_2_2019/,-8965171,4889038,-8761915,5092294,89086326789
716,PA_WesternPA_3_2019/,-8833894,5111077,-8782536,5162435,4745677942
717,PA_WesternPA_4_2019/,-8965150,5045388,-8784908,5225630,49470292367
718,PI_CNMI_hydroflattened_2019/,16126408,1586877,16262220,1722689,19103182131
719,PI_CNMI_hydroflattened_ellipsoid_2019/,16113973,1805333,16366071,2057431,4522416827
720,PI_CNMI_topobathymetric_2019/,16126241,1586571,16262783,1723113,27132591207
721,PI_CNMI_topobathymetric_ellipsoid_2019/,16113527,1805045,16366137,2057655,6119288186
722,PR_PuertoRico_2016_LAS_2017/,-7564720,1910847,-7259474,2216093,27224980362
723,SC_AndersonCo_2011/,-9244531,4055476,-9158629,4141378,5328143917
724,SC_BerkeleyCo_2009/,-8947691,3864166,-8842093,3969764,9902378962
725,SC_Berkeley_B2_2016/,-8922410,3897804,-8909656,3910558,502608846
726,SC_CherokeeCo_2008/,-9114266,4136462,-9057706,4193022,2305068229
727,SC_ChesterCo_2008/,-9072518,4084984,-9000208,4157294,3605860226
728,SC_ChesterfieldCo_2008/,-8968685,4064250,-8879955,4152980,4777667643
729,SC_ClarendonCo_2008/,-8965884,3948998,-8890310,4024572,4140997698
730,SC_DarlingtonCo_2008/,-8937867,4035407,-8865713,4107561,3405096282
731,SC_DillonCo_2008/,-8865747,4054531,-8802117,4118161,2501637795
732,SC_FairfieldCo_2008/,-9064959,4042776,-8991347,4116388,4304410089
733,SC_FlorenceCo_2009/,-8915762,3990965,-8828036,4078691,6899171744
734,SC_GreenwoodCo_2008/,-9170126,4022538,-9108558,4084106,3039721312
735,SC_Kershaw_2010/,-9007567,4036777,-8931751,4112593,5206425472
736,SC_LancasterCo_2008/,-9021816,4088617,-8936058,4174375,3209571444
737,SC_LaurensCo_2008/,-9165215,4054792,-9085177,4134830,4693170914
738,SC_LexingtonCo_2010/,-9081998,3981538,-9006454,4057082,5639394376
739,SC_MarionCo_2008/,-8873914,3987692,-8790996,4070610,3090357683
740,SC_MarlboroCo_2008/,-8906189,4068633,-8836897,4137925,3210047650
741,SC_NewberryCo_2008/,-9123684,4033948,-9051866,4105766,3961461111
742,SC_OconeeCo_2011/,-9290384,4090156,-9208210,4172330,6120945756
743,SC_OrangeburgCo_2008/,-9058396,3889595,-8929286,4018705,6717924619
744,SC_PickensCo_2011/,-9240835,4109030,-9173537,4176328,4005184926
745,SC_RichlandCo_2010/,-9055523,3987883,-8970901,4072505,5960585836
746,SC_SaludaCo_2010/,-9130723,3998176,-9068373,4060526,3433019147
747,SC_SavannahPeeDee_1_2019/,-9279956,4045930,-9081994,4243892,95444993533
748,SC_SavannahPeeDee_2_2019/,-9187039,3982021,-9004789,4164271,54488441653
749,SC_SavannahPeeDee_3_2019/,-9247849,3954017,-9052691,4149175,75571503149
750,SC_SavannahPeeDee_4_2019/,-9133859,3947784,-9088983,3992660,7081665307
751,SC_SavannahPeeDee_5_2019/,-9193286,3866783,-8919560,4140509,107945417351
752,SC_SavannahPeeDee_6_2019/,-9112977,3766062,-8739069,4139970,114219016657
753,SC_SavannahPeeDee_6_ReFlight_2019/,-8857942,4025041,-8839512,4043471,270514464
754,SC_SavannahPeeDee_7_2019/,-9078935,3775273,-8785439,4068769,34005384316
755,SC_UnionCo_2008/,-9120311,4088454,-9055281,4153484,3445692209
756,SC_WilliamsburgCo_2008/,-8918274,3929710,-8828126,4019858,6055825817
757,SC_YorkCo_2011/,-9076319,4124381,-8999113,4201587,6107163080
758,SD_Beadle_County_2012/,-10987900,5482736,-10892908,5577728,4306307522
759,SD_Brookings_2012/,-10788644,5494707,-10733988,5549363,1507292773
760,SD_Clark_County_2012/,-10941534,5549921,-10845794,5645661,1227132943
761,SD_Clay_County_2012/,-10824951,5267427,-10767323,5325055,1502433630
762,SD_Codington_County_2012/,-10853083,5581793,-10780593,5654283,1590951103
763,SD_Davison_County_2012/,-10953242,5388083,-10898276,5443049,2083406544
764,SD_Deuel_County_2012/,-10807569,5548655,-10737723,5618501,843973338
765,SD_EasternSD_1_2020/,-10918662,5494659,-10641626,5771695,56273553279
766,SD_EasternSD_2_2020/,-11005476,5658077,-10891452,5772101,28479549863
767,SD_EasternSD_3_2020/,-10906523,5232040,-10641417,5497146,42653365611
768,SD_Grant_County_2012/,-10823796,5643188,-10798072,5668912,265722992
769,SD_Hanson_County_2012/,-10912545,5388010,-10859311,5441244,1433793617
770,SD_Hutchinson_County_2012/,-10922877,5322495,-10842485,5402887,2266046630
771,SD_James_River_NRCS_G_2010/,-10906661,5691526,-10819105,5779082,2757212157
772,SD_James_River_NRCS_H_2010/,-10907366,5629207,-10821496,5715077,2531684485
773,SD_James_River_NRCS_I_2010/,-10839415,5496088,-10785373,5550130,1847406581
774,SD_James_River_NRCS_J_2010/,-11490100,4784944,-10147792,6127252,3381780774
775,SD_Kingsbury_County_2012/,-10894854,5494517,-10838040,5551331,1958624835
776,SD_LincolnCo_2008/,-10799759,5321561,-10732051,5389269,1930326643
777,SD_MO-River-Dewberry-B7_2016/,-11263692,5450201,-11126468,5587425,46544091132
778,SD_MO-River-Dewberry-B8_2016/,-11127120,5444366,-10986998,5584488,49611326246
779,SD_MO_River_Dewberry_B1_2016/,-11190131,5702906,-11097783,5795254,47771984064
780,SD_MO_River_Dewberry_B2_2016/,-11188936,5654795,-11097366,5746365,25512593418
781,SD_MO_River_Dewberry_B3_2016/,-11170633,5611016,-11082861,5698788,19711616985
782,SD_MO_River_Dewberry_B4_2016/,-11181646,5570269,-11082666,5669249,14486278556
783,SD_MO_River_Dewberry_B5_2016/,-11262310,5511122,-11127118,5646314,38624703848
784,SD_McCook_County_2012/,-11510187,4731500,-10167535,6074152,983611730
785,SD_Miner_County_2012/,-10893192,5440654,-10838422,5495424,2275040522
786,SD_MinnehahaCo_2008/,-10812453,5377557,-10737037,5452973,2392424702
787,SD_Moody_County_2012/,-10782099,5441835,-10728199,5495735,1145835505
788,SD_NRCS_QSI_A1_2017/,-11134496,5304910,-10965998,5473408,56889413546
789,SD_NRCS_QSI_A2_2017/,-11292666,5311572,-11108438,5495800,46479396786
790,SD_NRCS_QSI_A3_2017/,-11354831,5495785,-11162737,5687879,44270043669
791,SD_NRCS_QSI_A4_2017/,-11354793,5571772,-11160441,5766124,46000683640
792,SD_NRCS_QSI_A5_2017/,-11354883,5641102,-11166095,5829890,43877178598
793,SD_RileyPass_2012/,-11530673,5744695,-11509771,5765597,1088432449
794,SD_Roberts_County_2012/,-10838223,5667302,-10790017,5715508,388761069
795,SD_Sanborn_County_2012/,-10946809,5440697,-10891119,5496387,2473506778
796,SD_Southwest_B1_2018/,-11483686,5400455,-11339904,5544237,35625079073
797,SD_Southwest_B2_2018/,-11583422,5262814,-11396830,5449406,19490516231
798,SD_Southwest_B3_2018/,-11382394,5418373,-11221900,5578867,43116352814
799,SD_Spink_County_2012/,-15226812,1332932,-6668332,9891412,4913726565
800,SD_Turner_County_2012/,-10848680,5324442,-10784658,5388464,2195670175
801,SD_Union_County_2012/,-10802532,5233060,-10710838,5324754,1782850710
802,SD_Yankton_County_2012/,-10870308,5281840,-10814172,5337976,1821297074
803,TN_Memphis_2011/,-10030630,4163298,-9998992,4194936,1392163710
804,TN_Nashville_2011/,-9706372,4279954,-9626840,4359486,4434910461
805,TN_OSMRE-GPSC_2011/,-9428845,4307080,-9356289,4379636,3938620422
806,TN_ShelbyCo_2012/,-10057120,4148645,-9977636,4228129,4483130122
807,TN_WestTN_B1_2019/,-9980347,3972885,-9487213,4466019,54194113583
808,TN_WestTN_B2_2019/,-9923779,4282976,-9835205,4371550,12187172992
809,TN_WestTN_B3_2019/,-10039190,4182759,-9834932,4387017,63381741639
810,TX_Aransas_Refugio_2006/,-10863628,3225323,-10768814,3320137,2286519472
811,TX_Bell-Burnet-McLennan_2011/,-10951079,3570602,-10797915,3723766,25062844038
812,TX_Brazoria_2006/,-10676770,3352554,-10576612,3452712,2642424382
813,TX_Chambers_2006/,-10573968,3430023,-10503058,3500933,1998052479
814,TX_Coastal_B1_2018/,-10724395,3441405,-10528951,3636849,101720279065
815,TX_Coastal_B2_Z14_2018/,-10805626,3363674,-10635540,3533760,20138044684
816,TX_Coastal_B2_Z15_2018/,-10740387,3323997,-10528611,3535773,52551560294
817,TX_Coastal_B3_2018/,-10606582,3385561,-10424130,3568013,47752992274
818,TX_ColemanCo_2006/,-11097188,3663894,-11041494,3719588,869938358
819,TX_DesertMountains_B1_2018/,-11840047,3646968,-11686655,3800360,40224624586
820,TX_DesertMountains_B2_2018/,-11789550,3585792,-11687124,3688218,20568886028
821,TX_FayetteCo_2008/,-10834547,3447915,-10749275,3533187,3839376879
822,TX_Galveston_2006/,-10601392,3369345,-10504990,3465747,786522382
823,TX_HaysCo_2008/,-10944136,3477999,-10884912,3537223,1285258788
824,TX_Hurricane_B4_2018/,-10992641,3331838,-10818787,3505692,28797103751
825,TX_Hurricane_B5B_2018/,-10687838,3409353,-10625574,3471617,6532272630
826,TX_Hurricane_B5_2018/,-10940440,3359604,-10606434,3693610,17347031615
827,TX_Jackson_2006/,-10794365,3333806,-10718317,3409854,1393053583
828,TX_Jefferson_2006/,-10522823,3447172,-10438257,3531738,2027214629
829,TX_KimbleCo_2006/,-11118017,3549855,-11072765,3595107,2293656988
830,TX_LCRA_Thalweg_2006/,-11118991,3531015,-10906947,3743059,3118811953
831,TX_Mason_2007/,-11081973,3551839,-11001045,3632767,7262854851
832,TX_Matagorda_2006/,-10734892,3296327,-10625278,3405941,2444305426
833,TX_MenardCo_2006/,-11118067,3589051,-11072765,3634353,1973309292
834,TX_MillsCo_2006/,-11025433,3661174,-10960149,3726458,2025656299
835,TX_Orange_2006/,-10477988,3493101,-10429218,3541871,1423706716
836,TX_Pecos_Dallas_B1_2018/,-11624378,3611009,-11389212,3846175,48095963461
837,TX_Pecos_Dallas_B2a_2018/,-10986947,3727828,-10763045,3951730,26195908894
838,TX_Pecos_Dallas_B2b_2018/,-10616485,3820719,-10603795,3833409,433341616
839,TX_Pecos_Dallas_B3_2018/,-10861154,3792723,-10717812,3936065,42113131074
840,TX_San_Patricio_2006/,-10899443,3204251,-10812781,3290913,1497903095
841,TX_Victoria_2006/,-10835191,3308935,-10756713,3387413,2829859837
842,TX_WestTexas_B1_2018/,-11735626,3600442,-11572626,3763442,31511779981
843,TX_WestTexas_B2_2018/,-11314682,3069956,-10946174,3438464,33972203337
844,TX_WestTexas_B3_2018/,-11713083,3453634,-11564519,3602198,31646691057
845,TX_WestTexas_B5_2018/,-11620501,3578538,-11491859,3707180,33418722262
846,TX_WestTexas_B6_2018/,-11356366,3514297,-11210076,3660587,37194677439
847,TX_WestTexas_B7_2018/,-11660798,3371906,-11432642,3600062,64668483081
848,TX_WestTexas_B8_2018/,-11507521,3532401,-11352833,3687089,58900931236
849,TX_WestTexas_B9_2018/,-11507223,3388665,-11352847,3543041,33015736735
850,TX_WestTexas_TL_2018/,-11181754,3324535,-11178316,3327973,29690365
851,USGS_LPC_AK_Anchorage_2015_LAS_2017/,-16733422,8564711,-16557740,8740393,12327181636
852,USGS_LPC_AK_FairbanksNSB_QL1_2017_LAS_2018/,-16490563,9507344,-16378143,9619764,23802169464
853,USGS_LPC_AK_FairbanksNSB_QL2_2017_LAS_2018/,-16552161,9364817,-16188297,9728681,39127652174
854,USGS_LPC_AK_POW_P2_2018_LAS_2019/,-15037049,7327332,-14582065,7782316,57364188586
855,USGS_LPC_AK_POW_P2_TL_2018_LAS_2019/,-14967488,7360201,-14567264,7760425,7932812680
856,USGS_LPC_AK_PrinceofWalesIsland_2017_LAS_2019/,-14943341,7365829,-14678709,7630461,129482955910
857,USGS_LPC_AL_25Co_B1_2017/,-9843119,3965011,-9644269,4163861,26333693412
858,USGS_LPC_AL_25Co_B3_2017/,-9579091,3856382,-9473299,3962174,24638245316
859,USGS_LPC_AL_25Co_B4_2017/,-9676162,3704825,-9449612,3931375,40547032664
860,USGS_LPC_AL_25Co_B5_2017/,-9571931,3632240,-9431629,3772542,26129074652
861,USGS_LPC_AL_25Co_B6_2017/,-9669386,3631777,-9528224,3772939,42499493113
862,USGS_LPC_AL_25Co_B7_2017/,-9816372,3634350,-9660644,3790078,41830513746
863,USGS_LPC_AL_25Co_B8_2017/,-9828312,3531883,-9696664,3663531,18160204582
864,USGS_LPC_AL_3County_2015_LAS_2017/,-9788793,3895631,-9613285,4071139,52020633780
865,USGS_LPC_AL_ADECA_B1_2016_LAS_2019/,-9774786,3794683,-9573414,3996055,32474618738
866,USGS_LPC_AL_ADECA_B2_2016_LAS_2019/,-9778094,3734921,-9614078,3898937,27882792299
867,USGS_LPC_AL_AGIO_B1_2016_LAS_2018/,-9776574,3793704,-9573414,3996864,33989834366
868,USGS_LPC_AL_AGIO_B1_2016_LAS_2019/,-9848705,3961083,-9702429,4107359,26793681409
869,USGS_LPC_AL_AGIO_B2_2016_LAS_2018/,-9776297,3735283,-9614797,3896783,26540601392
870,USGS_LPC_AL_AGIO_B2_2016_LAS_2019/,-9890337,3803583,-9727367,3966553,31666020976
871,USGS_LPC_AL_Autauga_2010_LAS_2016/,-9676367,3800920,-9617815,3859472,5614289492
872,USGS_LPC_AL_Clay_CleburneCo_2013_LAS_2016/,-9602948,3907196,-9486004,4024140,21714861408
873,USGS_LPC_AL_Coffee_Dale_GenevaCo_2011_LAS_2016/,-9596185,3628545,-9507557,3717173,12674431480
874,USGS_LPC_AL_EscambiaCo_2013_LAS_2016/,-9754532,3596745,-9649152,3702125,10406865656
875,USGS_LPC_AL_JeffersonCo_2013_LAS_2015/,-9723440,3921406,-9630286,4014560,20010592526
876,USGS_LPC_AL_LawrenceCo_2012_LAS_2018/,-9755661,4068510,-9686107,4138064,4548706348
877,USGS_LPC_AL_MobileCo_2014_LAS_2016/,-9881523,3528882,-9751193,3659212,14940594184
878,USGS_LPC_AL_MorganCo_2012_LAS_2018/,-9697071,4064356,-9634673,4126754,7219996991
879,USGS_LPC_AL_ThreeCo_2012_LAS_2015/,-9639382,4041767,-9518090,4163059,18704375340
880,USGS_LPC_AR_Benton_Co_2015_LAS_2017/,-10534197,4296168,-10442597,4387768,9440092390
881,USGS_LPC_AR_LAnguillee_2011_LAS_2016/,-10285590,4031911,-9949742,4367759,12490640433
882,USGS_LPC_AR_LakeConwayPointRE_2014_LAS_2016/,-10380852,4132721,-10258122,4255451,25350621635
883,USGS_LPC_AR_NRCS_A1_2016_LAS_2017/,-10340759,4145399,-10305465,4180693,1426351798
884,USGS_LPC_AR_NRCS_A2_2016_LAS_2017/,-10570370,3897624,-10340776,4127218,60794191684
885,USGS_LPC_AR_NRCS_A3_2016_LAS_2017/,-10201922,4032368,-10115516,4118774,4397229152
886,USGS_LPC_AR_NRCS_A4_2016_LAS_2017/,-10315947,4125904,-10174589,4267262,29518354702
887,USGS_LPC_AR_NRCS_A5_2016_LAS_2017/,-10286939,4032189,-10032915,4286213,5554349812
888,USGS_LPC_AR_NRCS_Cache_2011_LAS_2016/,-10240976,4121890,-9978646,4384220,27272241078
889,USGS_LPC_AR_North_Corridor_B1_2017_LAS_2018/,-10468170,4248415,-10345884,4370701,50529716036
890,USGS_LPC_AR_North_Corridor_B2_2017_LAS_2018/,-10380126,4224495,-10233304,4371317,55288447419
891,USGS_LPC_AR_North_Corridor_B3_2017_LAS_2018/,-10279013,4226184,-10134063,4371134,54728166057
892,USGS_LPC_AR_Ouachita_2016_LAS_2018/,-10443439,3902378,-10149089,4196728,47821591303
893,USGS_LPC_AR_Ouachita_B1_2016_LAS_2018/,-10407421,3780018,-10133829,4053610,45339252864
